confirmed,deaths,estimated_population,city_ibge_code
1436,28,14718,2600609
704,66,38397,2600708
1378,30,22984,2600807
690,48,22870,2600906
233,12,11226,2601003
697,33,20733,2601052
7844,165,84864,2601102
7295,136,74822,2601201
451,16,14510,2601300
812,67,42764,2601409
308,7,12122,2601508
1027,13,20730,2601607
4570,130,76687,2601706
533,17,12765,2601805
4128,128,60880,2601904
2191,41,38378,2602001
2342,72,48767,2602100
1797,71,39983,2602209
1170,46,38117,2602308
495,9,8987,2602407
859,21,7488,2602506
2487,53,51225,2602605
399,25,13190,2602704
2602,48,58919,2602803
10084,525,208944,2602902
2455,29,34503,2603009
648,34,20501,2603108
1824,23,28904,2603207
539,7,11018,2603306
789,5,5747,2603405
7904,445,158899,2603454
637,20,18900,2603504
882,26,8572,2603603
648,32,24773,2603702
1357,27,20048,2603801
2593,38,19609,2603900
241,6,13025,2603926
4472,150,84395,2604007
35711,717,365278,2604106
491,13,14368,2604155
1382,67,43340,2604205
1956,18,11891,2604304
483,22,13556,2604403
507,30,21815,2604502
1473,42,26590,2604601
380,12,18268,2604700
246,17,12560,2604809
603,22,10192,2604908
2516,50,24173,2605004
980,65,37375,2605103
1322,9,19079,2605152
979,102,69292,2605202
4552,58,31766,2605301
1587,55,22247,2605400
323,2,3101,2605459
1050,20,12170,2605509
1144,38,22618,2605608
2019,29,33184,2605707
1355,25,15546,2605806
583,39,31318,2605905
14604,306,140577,2606002
1202,49,30751,2606101
7702,161,80055,2606200
444,7,7537,2606309
5518,147,84699,2606408
809,19,19241,2606507
1121,27,29412,2606606
286,10,7768,2606705
4267,238,118370,2606804
854,28,12247,2606903
1308,34,26672,2607604
0,0,,
477,13,23645,2607000
492,7,4543,2607109
3640,171,97669,2607208
1280,64,31187,2607307
346,7,4966,2607406
1004,13,26308,2607505
1591,51,36471,2607653
1507,34,13553,2607703
941,49,26900,2607752
656,35,17006,2607802
36058,1724,706867,2607901
358,15,11644,2607950
1364,21,17228,2608008
958,18,14850,2608057
987,51,33328,2608107
619,29,16011,2608206
724,12,11485,2608255
1222,22,14922,2608305
601,25,15431,2608404
1270,31,21460,2608503
1255,28,18252,2608453
549,13,13224,2608602
756,11,16318,2608701
1835,35,25849,2608750
2595,73,40589,2608800
3296,118,56198,2608909
1309,38,25472,2609006
708,18,16321,2609105
467,6,21776,2609154
341,13,11220,2609204
923,18,15470,2609303
765,11,11270,2614303
2019,115,63294,2609402
1136,81,32573,2609501
25397,998,393115,2609600
1304,29,23935,2609709
735,15,15152,2609808
3236,97,69969,2609907
4230,123,63500,2610004
258,9,7600,2610103
1118,31,26456,2610202
525,20,11566,2610301
1353,35,22106,2610400
1492,55,28894,2610509
2902,109,56933,2610608
11536,840,334376,2610707
1196,32,22668,2610806
4965,119,67735,2610905
1886,46,36901,2611002
31654,505,354317,2611101
619,16,11305,2611200
1890,44,27148,2611309
343,20,15101,2611408
815,15,26175,2611507
558,14,6805,2611533
157567,5505,1653461,2611606
1284,33,20646,2611705
501,80,47616,2611804
1067,43,23628,2611903
588,11,9764,2612000
253,6,11068,2612109
7953,119,61249,2612208
691,25,15862,2612307
1523,25,26890,2612406
994,12,15558,2612455
633,19,12650,2612471
9169,162,109897,2612505
557,16,14562,2612554
1274,19,42100,2612604
715,18,14223,2612703
1043,27,11865,2612802
382,17,16069,2612901
3002,83,60042,2613008
2151,76,37368,2613107
948,25,22899,2613206
924,37,21398,2613305
1660,42,21586,2613404
2544,58,34021,2613503
2735,58,34056,2613602
4689,265,114079,2613701
1363,33,18085,2613800
11080,185,86915,2613909
1566,25,19196,2614006
3145,52,36050,2614105
976,50,46361,2614204
700,3,6021,2614402
4696,93,65647,2614501
3034,50,28704,2614600
534,11,12859,2614709
809,28,26106,2614808
761,37,23623,2614857
805,25,29127,2615003
572,8,7198,2615102
1067,15,10206,2615201
3742,116,52802,2615300
1624,46,46164,2615409
293,24,13813,2615508
2061,59,30816,2615607
1042,22,15243,2615706
984,10,27551,2615805
660,27,8256,2615904
1492,34,18661,2616001
544,10,9553,2616100
768,8,7571,2616183
1618,15,20954,2616209
794,34,32772,2616308
7407,326,139583,2616407
624,28,14757,2616506
3682,63,30455,3200102
1001,43,10909,3200169
1952,61,9631,3200136
3350,69,29975,3200201
2721,40,14636,3200300
787,24,7874,3200359
5369,92,29779,3200409
985,38,7554,3200508
17652,237,103101,3200607
1716,30,12105,3200706
3899,82,31132,3200805
5370,223,44979,3200904
1772,46,15092,3201001
1273,30,9962,3201100
1785,16,12427,3201159
30134,620,210589,3201209
44441,1401,383917,3201308
6786,128,37747,3201407
20292,351,123400,3201506
2020,66,31273,3201605
1687,30,12806,3201704
484,10,4270,3201803
4536,75,33986,3201902
822,14,6771,3202009
3932,73,22835,3202108
2828,68,21948,3202207
2272,32,12880,3202256
3606,111,31122,3202306
17941,435,126701,3202405
4648,96,26426,3202454
1933,44,12591,3202504
557,16,8859,3202553
2918,21,13973,3202603
4807,240,,
1797,48,13526,3202652
1778,20,14023,3202702
4780,148,34656,3202801
1724,28,10494,3202900
3470,85,29290,3203007
4166,53,31039,3203056
1597,39,12265,3203106
2890,54,16722,3203130
1199,14,10933,3203163
28593,431,176688,3203205
1004,46,15503,3203304
7536,214,38883,3203320
3649,53,16920,3203346
2163,29,12963,3203353
3488,62,26115,3203403
1819,62,18894,3203502
652,9,5496,3203601
3166,46,17319,3203700
2384,55,15526,3203809
6673,130,50434,3203908
2574,35,23306,3204005
2356,62,26381,3204054
3596,87,27327,3204104
2966,86,22053,3204203
703,16,7940,3204252
2351,53,11658,3204302
3148,36,19271,3204351
1808,33,11626,3204401
1220,28,12197,3204500
6331,57,41015,3204559
4800,64,23724,3204609
1576,23,8687,3204658
7086,86,38522,3204708
1312,71,10546,3204807
13835,290,132642,3204906
1882,20,12510,3204955
73963,1505,527240,3205002
3720,62,30680,3205010
2672,45,21591,3205036
4741,53,25745,3205069
9039,268,79500,3205101
1082,17,9244,3205150
3318,34,14073,3205176
73564,1725,501325,3205200
64301,1268,365855,3205309
17161,540,207044,3300100
1233,31,11901,3300159
7378,484,134293,3300209
1656,51,12669,3300225
5682,73,34477,3300233
921,44,30593,3300258
7539,390,100764,3300308
30947,665,184833,3300407
23778,917,513118,3300456
2023,51,27616,3300506
4369,108,37203,3300605
17506,854,230378,3300704
3465,109,59303,3300803
1647,40,15514,3300902
37667,1907,511168,3301009
3806,29,20168,3301108
1767,16,16586,3300936
1438,17,12821,3301157
2695,50,19030,3301207
4860,148,45041,3301306
821,32,8576,3300951
2142,78,23398,3301405
4059,22,22041,3301504
245,7,11528,3301603
25929,1702,924624,3301702
1669,66,14071,3301801
5202,190,61388,3301850
5181,141,28837,3301876
0,0,,
15573,834,242543,3301900
12684,398,134819,3302007
633,31,15299,3302056
2929,81,23222,3302106
15429,268,103800,3302205
2622,71,32064,3302254
1235,142,105548,3302270
644,14,7326,3302304
37619,763,261501,3302403
1121,12,5623,3302452
15107,640,246433,3302502
3465,161,45220,3302601
12712,640,164504,3302700
4092,60,18648,3302809
4247,490,176569,3302858
3648,77,25581,3302908
2946,143,27154,3303005
1195,28,15311,3303104
4531,561,162693,3303203
56023,2369,515317,3303302
25094,852,191158,3303401
25841,2058,823302,3303500
3761,133,52683,3303609
5347,170,44518,3303708
3681,88,43680,3303807
3200,98,27858,3303856
20933,1488,306678,3303906
3258,77,25364,3303955
4502,104,29545,3304003
2614,90,18960,3304102
2118,41,19974,3304110
1082,29,14435,3304128
6889,227,151335,3304144
3458,78,25126,3304151
16542,505,132312,3304201
11058,241,60573,3304300
1589,65,18605,3304409
533,17,9344,3304508
17072,502,155193,3304524
484433,34102,6747815,3304557
274,11,10392,3304607
7391,157,42594,3304706
615,98,38710,3304805
2474,102,42210,3304755
69414,3170,1091737,3304904
5060,22,36423,3305000
16336,1307,472906,3305109
1092,8,7206,3305133
2269,75,21916,3305158
5684,325,106049,3305208
769,29,9387,3305307
3201,118,18249,3305406
3720,312,90583,3305505
3313,203,83092,3305554
2915,31,21774,3305604
2314,56,15667,3305703
4463,130,34610,3305752
32560,904,184240,3305802
919,5,10640,3305901
10758,274,82142,3306008
5762,204,76869,3306107
2859,7,11106,3306156
3097,135,37083,3306206
38134,1229,273988,3306305
4089,66,22728,1100015
1490,45,13255,1100379
1883,50,21847,1100403
1164,29,14106,1100346
22657,497,109523,1100023
5068,77,40356,1100452
918,21,5188,1100031
936,15,6269,1100601
14904,304,85893,1100049
1265,23,14266,1100700
3987,78,27388,1100809
275,8,2987,1100908
2570,62,16204,1100056
1587,25,11472,1100924
2384,45,15544,1100064
853,22,7220,1100072
1992,38,18798,1100080
2033,41,26183,1100940
3715,76,32695,1100098
628,22,7445,1101005
5438,223,46556,1100106
0,0,,
1412,18,10641,1101104
7995,184,51620,1100114
20339,610,130009,1100122
6941,114,40867,1100130
511,14,9559,1101203
1067,13,10818,1101302
1846,34,16007,1101401
2302,34,20489,1100148
3608,82,31392,1100338
860,15,6895,1101435
676,22,8329,1100502
4782,148,35737,1100155
390,11,6198,1101450
6900,120,36881,1100189
443,15,2148,1101468
86593,2510,539354,1100205
3702,85,18571,1100254
231,7,2776,1101476
615,13,3804,1100262
7216,172,55407,1100288
995,21,6216,1100296
514,12,5066,1101484
2554,47,20681,1101492
2522,51,23077,1100320
1496,21,11851,1101500
534,9,4233,1101559
848,26,10395,1101609
1284,32,11272,1101708
1225,25,11377,1101757
855,26,6656,1101807
14787,271,102211,1100304
574,17,7006,3100104
1636,42,23250,3100203
1274,16,13444,3100302
234,12,3994,3100401
808,36,9368,3100500
619,11,13523,3100609
188,8,1992,3100708
687,8,4522,3100807
1052,33,19247,3100906
469,10,13599,3101003
2091,76,25141,3101102
346,10,5976,3101201
444,7,2665,3101300
262,9,3011,3101409
3686,161,35401,3101508
10818,205,80494,3101607
629,15,6981,3101631
4543,52,42143,3101706
503,20,7436,3101805
1843,45,19958,3101904
811,37,14517,3102001
437,9,5894,3102050
983,11,8301,3153509
575,29,10859,3102100
514,4,3844,3102209
855,23,15169,3102308
283,3,3605,3102407
170,8,4678,3102506
4070,123,41396,3102605
206,15,12206,3102803
268,4,8557,3102852
820,17,11459,3102902
603,27,9275,3103009
166,5,1587,3103108
104,1,2354,3103207
91,10,2059,3103306
2026,52,36712,3103405
19051,453,117825,3103504
238,5,2787,3103603
688,13,8453,3103702
2063,40,6931,3103751
289,3,2835,3103801
947,14,9401,3103900
14785,239,107337,3104007
1280,34,10883,3104106
6226,139,40380,3104205
1237,31,15181,3104304
283,9,2704,3104403
149,0,5269,3104452
1151,30,17862,3104502
1405,28,14270,3104601
1194,10,12678,3104700
314,11,4851,3104809
1615,32,19199,3104908
674,22,7803,3105004
2074,32,23898,3105103
478,10,4766,3105202
690,15,5778,3105301
4810,74,32866,3105400
344,12,5354,3105509
9271,301,138204,3105608
430,11,5015,3105707
2089,58,20897,3105905
993,24,10262,3106002
216,3,3425,3106101
278370,6636,2521564,3106200
2750,71,26994,3106309
1056,12,7719,3106408
153,1,11872,3106507
250,1,4764,3106655
489,5,4607,3106606
31785,1334,444784,3106705
119,3,3329,3106804
1491,46,14554,3106903
175,3,2498,3107000
4935,144,40219,3107109
196,7,5089,3107208
2720,68,50256,3107307
5805,97,51028,3107406
544,3,6459,3107505
705,17,4244,3107604
293,8,6133,3107703
805,35,14862,3107802
1200,27,10537,3107901
1269,25,17607,3108008
491,17,6860,3108107
579,14,5444,3108206
110,0,11369,3108255
1964,58,19614,3108305
1880,32,14949,3108404
243,4,6288,3108503
1766,28,16748,3108552
1448,9,32405,3108602
302,8,4293,3108701
260,11,4769,3108800
919,32,14410,3108909
4188,89,40666,3109006
998,30,10991,3109105
305,13,10353,3109204
373,13,3983,3109253
2467,44,25013,3109303
1578,34,28121,3109402
516,7,6988,3109451
759,9,14075,3109501
226,13,3591,3109600
1113,19,11579,3109709
537,11,9442,3102704
172,2,2706,3109808
1170,20,11749,3109907
2146,72,45047,3110004
183,7,5541,3110103
429,7,3974,3110202
1025,39,14541,3110301
195,2,2869,3110400
3488,70,21801,3110509
4132,60,29814,3110608
870,28,12812,3110707
255,6,3730,3110806
2213,47,16762,3110905
2164,47,21054,3111002
1434,33,19752,3111101
210,0,3824,3111150
7376,212,54186,3111200
939,16,11651,3111309
1024,16,8269,3111408
1300,26,15563,3111507
2434,45,28842,3111606
355,2,4548,3111705
1583,35,12201,3111804
659,10,5594,3111903
976,22,14888,3112000
263,6,4551,3112059
370,7,5451,3112109
205,5,4634,3112208
3076,36,38057,3112307
935,30,6890,3112406
864,18,9826,3112505
2426,51,16234,3112604
462,21,5514,3112653
1327,19,15313,3112703
1370,40,8663,3112802
991,19,9308,3112901
1021,17,23780,3113008
135,4,3166,3113107
2145,51,25669,3113206
4267,119,33011,3113305
10023,256,92603,3113404
648,5,9414,3113503
651,14,6792,3113602
2383,37,18674,3113701
115,1,2646,3113800
629,15,12182,3113909
938,10,11511,3114006
988,23,14947,3114105
1407,52,22693,3114204
3298,110,30334,3114303
1606,61,21268,3114402
2347,52,19559,3114501
1337,45,10066,3114550
428,10,4049,3114600
281,7,3597,3114709
245,2,4461,3114808
117,4,2254,3114907
228,4,3092,3115003
1740,58,17740,3115102
7900,258,75540,3115300
564,12,5421,3115359
120,4,3653,3115409
552,7,6257,3115458
245,4,4965,3115474
1922,49,21610,3115508
38,0,1157,3115607
721,33,7046,3115706
1310,53,10346,3115805
242,10,3186,3115904
698,10,5699,3116001
231,4,15345,3116100
1438,15,13953,3116159
338,7,2671,3116209
538,23,6799,3116308
517,4,4853,3116407
506,10,7514,3116506
4283,65,28859,3116605
593,12,7594,3116704
492,10,8841,3116803
416,5,3120,3116902
450,6,6774,3117009
776,9,10322,3117108
274,5,3946,3115201
4770,139,28346,3117306
185,4,2813,3117207
397,4,4578,3117405
3060,38,17503,3117504
351,10,5533,3117603
1260,25,13684,3117702
1097,35,11748,3117801
131,2,7686,3117836
550,17,6800,3117876
1364,29,12082,3117900
8422,108,55309,3118007
96,3,5046,3118106
868,15,6969,3118205
15645,279,129606,3118304
2306,51,22949,3118403
89,3,1784,3118502
47053,1875,668949,3118601
761,23,9128,3118700
772,20,26611,3118809
411,17,8897,3118908
282,3,3542,3119005
1412,47,23668,3119104
497,13,9943,3119203
2217,91,27966,3119302
14524,344,110290,3119401
342,7,9215,3119500
210,10,3090,3119609
320,4,3441,3119708
185,7,3191,3119807
459,8,3694,3119906
792,8,6382,3119955
339,13,2728,3120003
162,6,4423,3120102
260,3,6760,3120151
1577,30,12931,3120201
417,3,5982,3120300
474,16,5156,3120409
591,9,10226,3120508
519,8,5054,3120607
370,7,3639,3120706
1374,40,15474,3120805
506,7,5005,3120839
672,13,7799,3120870
5226,266,80616,3120904
558,13,5421,3121001
491,24,8016,3121100
590,12,7131,3121209
1555,24,10768,3121258
361,10,5029,3121308
394,10,7255,3121407
166,0,2884,3121506
4868,97,47825,3121605
169,1,3790,3121704
375,16,7609,3121803
371,8,3424,3121902
1701,37,19976,3122009
345,14,4974,3122108
409,12,7614,3122207
20922,623,240408,3122306
415,10,6868,3122355
524,13,6025,3122405
495,7,11211,3122454
311,9,3655,3122470
627,23,5048,3122504
651,7,4451,3122603
445,14,5232,3122702
206,4,2997,3122801
1039,15,6619,3122900
1131,37,10223,3123007
294,9,5154,3123106
1291,16,13427,3123205
432,11,4230,3123304
139,1,1533,3123403
91,3,1912,3123502
1439,10,7870,3123528
3070,62,28320,3123601
773,29,11202,3123700
248,8,7241,3123809
606,11,5377,3123858
813,22,15380,3123908
1645,35,18958,3124005
2720,144,71551,3124104
2882,39,25122,3124203
2233,43,31610,3124302
445,16,4710,3124401
1531,25,11386,3124500
194,8,2325,3124609
69,0,3491,3124708
731,21,8018,3124807
1300,20,11330,3124906
388,14,3923,3125002
8660,130,36951,3125101
142,1,2376,3125200
272,6,3221,3125309
231,5,4704,3125408
604,16,7504,3125606
1197,25,15433,3125705
121,12,3466,3125804
478,11,9696,3125903
1275,18,11054,3125952
288,13,7533,3126000
11050,243,67822,3126109
244,9,9688,3126208
296,7,4437,3126307
126,2,2967,3126406
144,4,10321,3126505
182,6,5242,3126604
313,3,5338,3126752
1022,46,26369,3126703
610,14,5869,3126802
817,27,9664,3126901
172,5,3487,3126950
2193,65,18492,3127008
337,10,4561,3127057
143,3,5299,3127073
9137,279,60012,3127107
339,9,4392,3127206
552,21,6790,3127305
314,5,5096,3127339
185,7,3164,3127354
256,8,3378,3127370
322,6,3990,3127388
333,8,4355,3127404
398,16,6171,3127503
689,34,11818,3127602
31686,1245,281046,3127701
716,12,15890,3127800
89,3,1387,3127909
3432,47,34573,3128006
1132,39,14258,3128105
594,31,10315,3128204
205,5,4989,3128253
2103,36,19017,3128303
928,7,8918,3128402
571,18,3775,3128501
693,13,6569,3128600
6233,154,52078,3128709
796,19,7051,3128808
1002,17,8105,3128907
904,32,8343,3129004
482,5,5577,3129103
711,16,6591,3129202
1188,36,11045,3129301
251,12,5010,3129400
2574,53,25358,3129509
320,10,8437,3129608
214,2,5369,3129657
1148,25,13986,3129707
9575,392,182153,3129806
579,5,3492,3129905
322,1,2996,3130002
367,3,12097,3130051
3225,104,43817,3130101
1043,15,11005,3130200
667,10,7923,3130309
468,14,6610,3130408
763,28,12444,3130507
370,7,6940,3130556
4266,369,,
555,12,7358,3130606
451,1,7339,3130655
726,7,6951,3130705
172,7,2776,3130804
2172,63,24079,3130903
740,22,6312,3131000
576,17,7560,3131109
1883,51,18769,3131158
2806,66,20000,3131208
32982,910,265409,3131307
548,6,4225,3131406
1422,42,10118,3131505
895,14,7027,3131604
22217,374,120904,3131703
1145,39,11576,3131802
13845,158,52446,3131901
174,3,5417,3132008
759,17,18164,3132107
2210,33,13435,3132206
381,6,12836,3132305
10026,419,97334,3132404
2287,28,34936,3132503
575,4,4375,3132602
920,26,23209,3132701
109,5,2056,3132800
1316,45,10157,3132909
2154,42,15714,3133006
2580,57,15423,3133105
913,26,12244,3133204
1939,53,21029,3133303
2523,61,15379,3133402
1602,36,21761,3133501
1809,38,9881,3133600
564,34,11252,3133709
2395,36,16199,3133758
11810,271,93847,3133808
118,3,5369,3133907
526,15,15022,3134004
1120,4,6063,3134103
16740,440,105255,3134202
273,8,6000,3134301
6307,234,39690,3134400
164,3,3768,3134509
1782,43,20418,3134608
1082,19,12323,3134707
1030,36,7691,3134806
2617,50,26264,3134905
432,11,3142,3135001
2874,62,39388,3135050
266,5,5429,3135076
5557,140,72018,3135100
3557,78,67852,3135209
399,7,4384,3135308
360,5,7982,3135357
397,8,4852,3135407
175,5,7738,3135456
710,23,12315,3135506
338,9,7468,3135605
479,10,5207,3135704
1899,20,25474,3135803
266,10,4780,3135902
1228,44,15455,3136009
389,18,4476,3136108
10509,243,80416,3136207
5376,104,47726,3136306
296,4,4727,3136405
982,14,10842,3136504
137,1,4487,3136520
464,3,4889,3136579
346,2,5050,3136553
2896,79,27392,3136652
44980,1966,573285,3136702
199,3,4345,3136801
1337,22,10681,3136900
495,6,5715,3136959
354,9,18193,3137007
440,14,7600,3137106
7999,162,52711,3137205
130,2,4082,3137304
983,14,13063,3137403
2170,64,18111,3137502
846,30,9608,3137536
5994,125,65657,3137601
2595,41,19918,3137700
1885,38,20907,3137809
156,3,3379,3137908
762,27,6833,3138005
473,6,6503,3138104
9077,171,104783,3138203
316,8,3226,3138302
178,3,4920,3138351
5938,163,52640,3138401
255,8,5031,3138500
890,48,16724,3138609
1285,36,7589,3138625
717,10,9714,3138658
459,16,6258,3138674
228,2,6718,3138682
351,12,5438,3138708
2101,37,18257,3138807
717,12,7111,3138906
4646,97,42413,3139003
670,11,5109,3139102
1480,27,18602,3139201
485,6,6554,3139250
1513,17,18226,3139300
7550,221,91169,3139409
2243,44,22802,3139508
3321,77,27647,3139607
683,7,8046,3139706
1377,36,12901,3139805
1306,41,14056,3139904
10122,100,61288,3140001
299,10,4097,3140100
1369,53,15619,3140159
345,12,2987,3140209
397,17,4034,3140308
202,7,2728,3140407
1250,33,13443,3140506
473,12,8531,3140530
585,8,8644,3140555
225,1,4436,3140605
2705,87,31364,3140704
328,12,3179,3171501
1909,58,14548,3140803
319,12,11260,3140852
1432,35,19005,3140902
1162,15,12412,3141009
3861,106,38151,3141108
245,5,3741,3141207
266,1,3832,3141306
1213,26,20759,3141405
840,9,6446,3141504
465,21,10758,3141603
427,6,5546,3141702
870,25,31497,3141801
190,8,3893,3141900
1023,19,13620,3142007
858,14,10787,3142106
1828,18,15111,3142205
10,2,4914,3142254
394,13,4934,3142304
1016,12,7554,3142403
63,2,2202,3142502
892,8,8727,3142601
1376,18,14747,3142700
1811,41,21236,3142809
1734,31,20696,3142908
1185,35,13152,3143005
5068,172,47931,3143104
387,6,4923,3143153
1571,53,21513,3143203
42831,967,413487,3143302
2791,36,24029,3143401
575,5,8315,3143450
628,12,8910,3143500
118,9,2437,3143609
175,4,3153,3143708
608,14,5994,3143807
11725,328,109392,3143906
2153,37,26961,3144003
1813,36,20545,3144102
251,7,3220,3144201
4462,127,40665,3144300
593,22,7051,3144359
287,6,3308,3144375
442,8,4728,3144409
542,9,8660,3144508
2632,44,26826,3144607
468,7,10326,3144656
397,14,3128,3144672
2142,52,17551,3144706
18203,227,96157,3144805
458,17,3573,3144904
1971,31,15800,3145000
593,8,7497,3145059
1672,30,16832,3145109
6568,223,105520,3145208
331,8,5732,3136603
1688,34,31335,3145307
590,17,10778,3145356
236,4,5324,3145372
60,2,1720,3145406
208,5,6171,3145455
187,3,2809,3145505
5565,78,41840,3145604
109,2,2130,3145703
167,6,3152,3145802
339,13,4663,3145851
632,13,8079,3145877
4950,56,39867,3145901
2963,74,33791,3146008
6325,128,74558,3146107
356,10,5914,3146206
281,8,6423,3146255
1117,26,20252,3146305
292,6,4462,3146404
1001,9,8296,3146503
171,2,6094,3146552
96,3,1523,3146602
494,14,6611,3146701
403,11,5349,3146750
1978,22,15800,3146909
12738,255,93862,3147006
6514,262,94808,3147105
2207,48,21605,3147204
2019,58,21221,3147303
2419,30,24700,3147402
123,6,1633,3147501
1859,39,16393,3147600
1026,7,8057,3147709
118,6,2031,3147808
10987,312,115337,3147907
297,0,6002,3147956
17426,555,153585,3148004
9510,243,91449,3148103
445,11,5715,3148202
506,6,9584,3148301
242,5,4812,3148400
559,11,8419,3148509
864,22,17537,3148608
1616,43,24329,3148707
420,8,7128,3148756
168,3,3005,3148806
329,7,3974,3148905
209,2,2532,3149002
524,14,11146,3149101
194,11,12212,3149150
515,8,3643,3149200
5763,200,64712,3149309
25,0,1806,3149408
225,6,3330,3149507
354,9,4432,3149606
1186,14,11755,3149705
1807,26,16321,3149804
2240,37,21485,3149903
624,24,6773,3149952
502,6,4256,3150000
152,12,2733,3150109
745,24,8702,3150158
220,9,4140,3150208
392,10,4466,3150307
83,5,5009,3150406
885,20,8688,3150505
431,11,4986,3150539
161,4,7524,3150570
117,15,6398,3150604
735,27,6348,3150703
611,35,17634,3150802
504,15,5488,3150901
1005,48,8640,3151008
2477,32,10772,3151107
6444,92,56640,3151206
1616,25,10759,3151305
2383,98,28215,3151404
5425,105,34918,3151503
1912,48,12292,3151602
1683,11,16846,3151701
14356,497,168641,3151800
793,8,8359,3151909
3543,52,32035,3152006
6671,205,59875,3152105
337,13,4283,3152131
520,21,12179,3152170
2916,62,37864,3152204
798,15,11348,3152303
1083,19,16616,3152402
24381,456,152549,3152501
918,26,5900,3152600
795,19,9080,3152709
3314,109,28017,3152808
653,25,8566,3152907
293,3,3631,3153004
282,8,5341,3153103
153,5,3606,3153202
212,6,3001,3153301
1096,33,19627,3153400
615,22,10834,3153608
170,2,3584,3153707
115,5,1943,3153806
2021,43,16429,3153905
2549,59,23711,3154002
776,18,10520,3154101
433,11,7201,3154150
670,22,11540,3154200
2129,47,17396,3154309
323,11,4817,3154408
569,11,8134,3154457
579,8,9476,3154507
19562,808,338197,3154606
400,10,4047,3154705
1017,33,10420,3154804
1094,42,13473,3154903
286,10,2620,3155009
389,7,5133,3155108
343,10,5402,3155207
515,11,5879,3155306
506,27,8957,3155405
1877,29,12335,3155504
1319,8,31045,3155603
2271,28,14332,3155702
1095,36,17959,3155801
490,5,5485,3155900
464,4,12739,3156007
283,13,4562,3156106
235,4,2320,3156205
956,17,8224,3156304
393,8,3520,3156403
270,6,4622,3156452
192,2,5798,3156502
1221,26,10256,3156601
5787,225,137125,3156700
699,20,15416,3156809
3492,75,26374,3156908
3904,51,41699,3157005
435,19,7012,3157104
3647,45,31604,3157203
757,23,8181,3157252
193,10,3182,3157278
192,3,4407,3157302
811,23,8664,3157336
45,3,4107,3157377
436,8,4725,3157401
419,12,4381,3157500
245,2,3826,3157609
517,7,6386,3157658
1260,50,14255,3157708
8718,502,220444,3157807
1220,28,16302,3157906
1032,37,10857,3158003
621,19,5217,3158102
1021,21,14611,3158201
634,13,7073,3158300
648,4,3891,3158409
561,20,7589,3158508
350,14,3981,3158607
63,2,2476,3158706
467,11,4834,3158805
907,13,8667,3158904
6920,116,35369,3158953
421,4,4315,3159001
121,0,3765,3159100
923,36,8924,3159209
101,2,3402,3159407
310,9,4863,3159308
793,13,7268,3159357
912,8,5457,3159506
4383,80,43753,3159605
255,3,3357,3159704
2682,51,19872,3159803
1222,19,18613,3159902
422,20,3602,3160009
458,9,3886,3160108
111,1,3799,3160207
926,15,11604,3160306
3814,82,28427,3160405
457,1,7297,3160454
109,2,1760,3160504
145,1,3065,3160603
4606,124,46421,3160702
217,8,5349,3160801
346,6,3754,3160900
604,12,5658,3160959
1189,24,17327,3161007
249,3,3362,3161056
1648,41,56477,3161106
496,11,6520,3161205
873,31,6274,3161304
451,6,4800,3161403
1029,27,12562,3161502
271,13,3910,3161601
225,7,4059,3161650
432,12,8459,3161700
579,23,12597,3161809
1499,26,11019,3161908
229,5,3173,3125507
2749,61,25561,3162005
4478,90,35782,3162104
1116,32,7498,3162203
298,4,4932,3162252
313,10,2746,3162302
557,23,25098,3162401
484,7,13125,3162450
9190,226,90497,3162500
940,29,11674,3162559
852,12,5918,3162575
801,23,7444,3162609
50,3,4448,3162658
1773,21,23709,3162708
1034,18,15767,3162807
2516,43,26447,3162906
1856,110,32148,3162922
705,17,7480,3162948
2583,45,24135,3162955
427,13,4280,3163003
240,1,5079,3163102
242,7,4210,3163201
364,3,3856,3163300
410,15,5387,3163409
333,3,6431,3163508
252,3,2806,3163607
5888,145,46202,3163706
532,13,6944,3163805
339,9,4610,3163904
438,15,7706,3164001
351,10,5202,3164100
344,7,12529,3164209
827,19,7076,3164308
599,14,5552,3164407
205,4,3024,3164431
459,11,6627,3164472
475,3,9963,3164506
481,11,6863,3164605
7014,275,71445,3164704
142,2,1492,3164803
338,4,2250,3164902
906,17,10960,3165008
494,24,7000,3165107
311,5,7120,3165206
382,8,7815,3165305
587,7,6989,3165404
486,10,6361,3165503
2345,77,33413,3165537
172,5,2606,3165560
832,10,5361,3165578
253,2,2003,3165602
371,8,7858,3165701
190,6,1461,3165800
198,8,4105,3165909
284,8,5786,3166006
106,1,3519,3166105
427,17,10467,3166204
728,4,7333,3166303
119,2,1854,3166402
144,0,4292,3166501
57,0,776,3166600
583,10,8713,3166709
1420,41,11668,3166808
763,22,7668,3166907
212,2,4809,3166956
48,0,1956,3167004
1194,17,20940,3167103
23308,604,241835,3167202
221,3,12378,3165552
104,3,2264,3167301
320,12,6248,3167400
288,13,2618,3167509
1351,40,19736,3167608
285,17,5514,3167707
374,8,6189,3167806
295,13,3708,3167905
3636,36,34397,3168002
336,10,3101,3168051
464,3,4832,3168101
84,1,1872,3168200
301,9,4099,3168309
537,41,14302,3168408
1005,27,11670,3168507
13946,333,140937,3168606
12159,336,90568,3168705
634,19,8072,3168804
468,14,6424,3168903
2451,46,16715,3169000
383,9,4109,3169059
