,Município,AVG_IDADE,ID
4221,412230 RIO NEGRO,35.1,412230
4222,412240 ROLANDIA,36.2,412240
4223,412250 RONCADOR,37.9,412250
4224,412260 RONDON,36.5,412260
4225,412265 ROSARIO DO IVAI,38.8,412265
4226,412270 SABAUDIA,37.4,412270
4227,412280 SALGADO FILHO,40.0,412280
4228,412290 SALTO DO ITARARE,39.9,412290
4229,412300 SALTO DO LONTRA,35.7,412300
4230,412310 SANTA AMELIA,39.9,412310
4231,412320 SANTA CECILIA DO PAVAO,38.9,412320
4232,412330 SANTA CRUZ DE MONTE CASTELO,38.8,412330
4233,412340 SANTA FE,37.9,412340
4234,412350 SANTA HELENA,38.0,412350
4235,412360 SANTA INES,38.7,412360
4236,412370 SANTA ISABEL DO IVAI,40.5,412370
4237,412380 SANTA IZABEL DO OESTE,37.0,412380
4238,412382 SANTA LUCIA,38.1,412382
4239,412385 SANTA MARIA DO OESTE,35.6,412385
4240,412390 SANTA MARIANA,40.9,412390
4241,412395 SANTA MONICA,34.6,412395
4242,412400 SANTANA DO ITARARE,37.9,412400
4243,412402 SANTA TEREZA DO OESTE,33.8,412402
4244,412405 SANTA TEREZINHA DE ITAIPU,36.7,412405
4245,412410 SANTO ANTONIO DA PLATINA,36.1,412410
4246,412420 SANTO ANTONIO DO CAIUA,39.3,412420
4247,412430 SANTO ANTONIO DO PARAISO,39.8,412430
4248,412440 SANTO ANTONIO DO SUDOESTE,35.8,412440
4249,412450 SANTO INACIO,37.8,412450
4250,412460 SAO CARLOS DO IVAI,36.5,412460
4251,412470 SAO JERONIMO DA SERRA,36.0,412470
4252,412480 SAO JOAO,39.3,412480
4253,412490 SAO JOAO DO CAIUA,37.1,412490
4254,412500 SAO JOAO DO IVAI,41.0,412500
4255,412510 SAO JOAO DO TRIUNFO,32.9,412510
4256,412520 SAO JORGE D'OESTE,38.9,412520
4257,412530 SAO JORGE DO IVAI,40.8,412530
4258,412535 SAO JORGE DO PATROCINIO,41.5,412535
4259,412540 SAO JOSE DA BOA VISTA,38.5,412540
4260,412545 SAO JOSE DAS PALMEIRAS,37.9,412545
4261,412550 SAO JOSE DOS PINHAIS,32.4,412550
4262,412555 SAO MANOEL DO PARANA,40.3,412555
4263,412560 SAO MATEUS DO SUL,34.1,412560
4264,412570 SAO MIGUEL DO IGUACU,36.9,412570
4265,412575 SAO PEDRO DO IGUACU,39.3,412575
4266,412580 SAO PEDRO DO IVAI,36.2,412580
4267,412590 SAO PEDRO DO PARANA,39.8,412590
4268,412600 SAO SEBASTIAO DA AMOREIRA,37.8,412600
4269,412610 SAO TOME,36.8,412610
4270,412620 SAPOPEMA,35.4,412620
4271,412625 SARANDI,34.4,412625
4272,412627 SAUDADE DO IGUACU,35.0,412627
4273,412630 SENGES,32.8,412630
4274,412635 SERRANOPOLIS DO IGUACU,41.2,412635
4275,412640 SERTANEJA,41.8,412640
4276,412650 SERTANOPOLIS,38.7,412650
4277,412660 SIQUEIRA CAMPOS,36.5,412660
4278,412665 SULINA,40.9,412665
4279,412667 TAMARANA,33.8,412667
4280,412670 TAMBOARA,37.7,412670
4281,412680 TAPEJARA,35.2,412680
4282,412690 TAPIRA,39.5,412690
4283,412700 TEIXEIRA SOARES,34.3,412700
4284,412710 TELEMACO BORBA,33.2,412710
4285,412720 TERRA BOA,37.5,412720
4286,412730 TERRA RICA,36.3,412730
4287,412740 TERRA ROXA,38.2,412740
4288,412750 TIBAGI,33.1,412750
4289,412760 TIJUCAS DO SUL,34.7,412760
4290,412770 TOLEDO,35.8,412770
4291,412780 TOMAZINA,38.9,412780
4292,412785 TRES BARRAS DO PARANA,35.9,412785
4293,412788 TUNAS DO PARANA,26.5,412788
4294,412790 TUNEIRAS DO OESTE,37.0,412790
4295,412795 TUPASSI,40.0,412795
4296,412796 TURVO,34.7,412796
4297,412800 UBIRATA,39.3,412800
4298,412810 UMUARAMA,37.4,412810
4299,412820 UNIAO DA VITORIA,35.1,412820
4300,412830 UNIFLOR,36.8,412830
4301,412840 URAI,40.7,412840
4302,412850 WENCESLAU BRAZ,36.8,412850
4303,412853 VENTANIA,32.4,412853
4304,412855 VERA CRUZ DO OESTE,38.7,412855
4305,412860 VERE,39.8,412860
4306,412862 ALTO PARAISO,38.7,412862
4307,412863 DOUTOR ULYSSES,33.9,412863
4308,412865 VIRMOND,36.5,412865
4309,412870 VITORINO,36.7,412870
4310,412880 XAMBRE,40.0,412880
4311,420005 ABDON BATISTA,39.3,420005
4312,420010 ABELARDO LUZ,34.3,420010
4313,420020 AGROLANDIA,34.9,420020
4314,420030 AGRONOMICA,35.9,420030
4315,420040 AGUA DOCE,36.2,420040
4316,420050 AGUAS DE CHAPECO,36.9,420050
4317,420055 AGUAS FRIAS,39.4,420055
4318,420060 AGUAS MORNAS,39.9,420060
4319,420070 ALFREDO WAGNER,36.7,420070
4320,420075 ALTO BELA VISTA,43.3,420075
4321,420080 ANCHIETA,39.2,420080
4322,420090 ANGELINA,40.8,420090
4323,420100 ANITA GARIBALDI,38.7,420100
4324,420110 ANITAPOLIS,38.6,420110
4325,420120 ANTONIO CARLOS,36.9,420120
4326,420125 APIUNA,35.1,420125
4327,420127 ARABUTA,41.5,420127
4328,420130 ARAQUARI,30.3,420130
4329,420140 ARARANGUA,35.5,420140
4330,420150 ARMAZEM,36.2,420150
4331,420160 ARROIO TRINTA,41.6,420160
4332,420165 ARVOREDO,39.2,420165
4333,420170 ASCURRA,38.1,420170
4334,420180 ATALANTA,38.8,420180
4335,420190 AURORA,37.4,420190
4336,420195 BALNEARIO ARROIO DO SILVA,38.7,420195
4337,420200 BALNEARIO CAMBORIU,38.1,420200
4338,420205 BALNEARIO BARRA DO SUL,43.1,420205
4339,420207 BALNEARIO GAIVOTA,39.4,420207
4340,420208 BANDEIRANTE,41.5,420208
4341,420209 BARRA BONITA,40.9,420209
4342,420210 BARRA VELHA,35.9,420210
4343,420213 BELA VISTA DO TOLDO,34.9,420213
4344,420215 BELMONTE,38.3,420215
4345,420220 BENEDITO NOVO,36.3,420220
4346,420230 BIGUACU,35.1,420230
4347,420240 BLUMENAU,36.3,420240
4348,420243 BOCAINA DO SUL,37.4,420243
4349,420245 BOMBINHAS,34.9,420245
4350,420250 BOM JARDIM DA SERRA,36.2,420250
4351,420253 BOM JESUS,35.7,420253
4352,420257 BOM JESUS DO OESTE,41.4,420257
4353,420260 BOM RETIRO,34.2,420260
4354,420270 BOTUVERA,38.5,420270
4355,420280 BRACO DO NORTE,34.9,420280
4356,420285 BRACO DO TROMBUDO,35.9,420285
4357,420287 BRUNOPOLIS,39.2,420287
4358,420290 BRUSQUE,34.5,420290
4359,420300 CACADOR,34.2,420300
4360,420310 CAIBI,40.2,420310
4361,420315 CALMON,30.6,420315
4362,420320 CAMBORIU,31.5,420320
4363,420325 CAPAO ALTO,38.1,420325
4364,420330 CAMPO ALEGRE,37.0,420330
4365,420340 CAMPO BELO DO SUL,36.8,420340
4366,420350 CAMPO ERE,36.9,420350
4367,420360 CAMPOS NOVOS,35.4,420360
4368,420370 CANELINHA,34.0,420370
4369,420380 CANOINHAS,35.8,420380
4370,420390 CAPINZAL,36.4,420390
4371,420395 CAPIVARI DE BAIXO,36.0,420395
4372,420400 CATANDUVAS,35.9,420400
4373,420410 CAXAMBU DO SUL,41.1,420410
4374,420415 CELSO RAMOS,38.7,420415
4375,420417 CERRO NEGRO,38.3,420417
4376,420419 CHAPADAO DO LAGEADO,34.5,420419
4377,420420 CHAPECO,34.4,420420
4378,420425 COCAL DO SUL,38.4,420425
4379,420430 CONCORDIA,38.2,420430
4380,420435 CORDILHEIRA ALTA,37.4,420435
4381,420440 CORONEL FREITAS,40.5,420440
4382,420445 CORONEL MARTINS,39.7,420445
4383,420450 CORUPA,35.5,420450
4384,420455 CORREIA PINTO,36.1,420455
4385,420460 CRICIUMA,36.3,420460
4386,420470 CUNHA PORA,39.5,420470
4387,420475 CUNHATAI,39.5,420475
4388,420480 CURITIBANOS,35.6,420480
4389,420490 DESCANSO,41.1,420490
4390,420500 DIONISIO CERQUEIRA,37.4,420500
4391,420510 DONA EMMA,35.7,420510
4392,420515 DOUTOR PEDRINHO,36.5,420515
4393,420517 ENTRE RIOS,34.0,420517
4394,420519 ERMO,37.0,420519
4395,420520 ERVAL VELHO,40.3,420520
4396,420530 FAXINAL DOS GUEDES,35.4,420530
4397,420535 FLOR DO SERTAO,41.2,420535
4398,420540 FLORIANOPOLIS,38.1,420540
4399,420543 FORMOSA DO SUL,40.3,420543
4400,420545 FORQUILHINHA,33.6,420545
4401,420550 FRAIBURGO,34.4,420550
4402,420555 FREI ROGERIO,39.9,420555
4403,420560 GALVAO,39.7,420560
4404,420570 GAROPABA,37.5,420570
4405,420580 GARUVA,32.9,420580
4406,420590 GASPAR,34.8,420590
4407,420600 GOVERNADOR CELSO RAMOS,38.9,420600
4408,420610 GRAO PARA,37.4,420610
4409,420620 GRAVATAL,38.8,420620
4410,420630 GUABIRUBA,34.6,420630
4411,420640 GUARACIABA,41.2,420640
4412,420650 GUARAMIRIM,32.0,420650
4413,420660 GUARUJA DO SUL,40.4,420660
4414,420665 GUATAMBU,36.5,420665
4415,420670 HERVAL D'OESTE,37.2,420670
4416,420675 IBIAM,39.9,420675
4417,420680 IBICARE,41.8,420680
4418,420690 IBIRAMA,35.7,420690
4419,420700 ICARA,35.3,420700
4420,420710 ILHOTA,34.0,420710
4421,420720 IMARUI,42.2,420720
4422,420730 IMBITUBA,38.7,420730
4423,420740 IMBUIA,34.8,420740
4424,420750 INDAIAL,34.0,420750
4425,420757 IOMERE,42.1,420757
4426,420760 IPIRA,42.0,420760
4427,420765 IPORA DO OESTE,39.0,420765
4428,420768 IPUACU,31.2,420768
4429,420770 IPUMIRIM,38.9,420770
4430,420775 IRACEMINHA,41.1,420775
4431,420780 IRANI,35.5,420780
4432,420785 IRATI,40.5,420785
4433,420790 IRINEOPOLIS,34.4,420790
4434,420800 ITA,39.7,420800
4435,420810 ITAIOPOLIS,33.9,420810
4436,420820 ITAJAI,34.0,420820
4437,420830 ITAPEMA,35.9,420830
4438,420840 ITAPIRANGA,36.5,420840
4439,420845 ITAPOA,40.1,420845
4440,420850 ITUPORANGA,35.4,420850
4441,420860 JABORA,40.8,420860
4442,420870 JACINTO MACHADO,38.7,420870
4443,420880 JAGUARUNA,38.8,420880
4444,420890 JARAGUA DO SUL,33.9,420890
4445,420895 JARDINOPOLIS,41.8,420895
4446,420900 JOACABA,37.6,420900
4447,420910 JOINVILLE,35.3,420910
4448,420915 JOSE BOITEUX,34.8,420915
4449,420917 JUPIA,39.1,420917
4450,420920 LACERDOPOLIS,42.5,420920
4451,420930 LAGES,36.5,420930
4452,420940 LAGUNA,39.1,420940
4453,420945 LAJEADO GRANDE,42.1,420945
4454,420950 LAURENTINO,36.3,420950
4455,420960 LAURO MULLER,36.1,420960
4456,420970 LEBON REGIS,33.5,420970
4457,420980 LEOBERTO LEAL,38.2,420980
4458,420985 LINDOIA DO SUL,41.7,420985
4459,420990 LONTRAS,34.3,420990
4460,421000 LUIZ ALVES,33.1,421000
4461,421003 LUZERNA,42.6,421003
4462,421005 MACIEIRA,37.1,421005
4463,421010 MAFRA,36.2,421010
4464,421020 MAJOR GERCINO,37.1,421020
4465,421030 MAJOR VIEIRA,34.7,421030
4466,421040 MARACAJA,35.6,421040
4467,421050 MARAVILHA,37.2,421050
4468,421055 MAREMA,43.3,421055
4469,421060 MASSARANDUBA,37.4,421060
4470,421070 MATOS COSTA,33.8,421070
4471,421080 MELEIRO,38.7,421080
4472,421085 MIRIM DOCE,39.5,421085
4473,421090 MODELO,38.5,421090
4474,421100 MONDAI,37.1,421100
4475,421105 MONTE CARLO,34.1,421105
4476,421110 MONTE CASTELO,35.1,421110
4477,421120 MORRO DA FUMACA,34.7,421120
4478,421125 MORRO GRANDE,38.2,421125
4479,421130 NAVEGANTES,33.3,421130
4480,421140 NOVA ERECHIM,37.8,421140
4481,421145 NOVA ITABERABA,38.7,421145
4482,421150 NOVA TRENTO,37.5,421150
4483,421160 NOVA VENEZA,37.0,421160
4484,421165 NOVO HORIZONTE,39.9,421165
4485,421170 ORLEANS,36.8,421170
4486,421175 OTACILIO COSTA,34.5,421175
4487,421180 OURO,39.2,421180
4488,421185 OURO VERDE,36.9,421185
4489,421187 PAIAL,41.9,421187
4490,421189 PAINEL,38.0,421189
4491,421190 PALHOCA,34.5,421190
4492,421200 PALMA SOLA,35.6,421200
4493,421205 PALMEIRA,36.9,421205
4494,421210 PALMITOS,40.0,421210
4495,421220 PAPANDUVA,34.9,421220
4496,421223 PARAISO,42.1,421223
4497,421225 PASSO DE TORRES,35.8,421225
4498,421227 PASSOS MAIA,35.8,421227
4499,421230 PAULO LOPES,37.3,421230
4500,421240 PEDRAS GRANDES,40.6,421240
4501,421250 PENHA,36.5,421250
4502,421260 PERITIBA,45.3,421260
4503,421265 PESCARIA BRAVA,37.7,421265
4504,421270 PETROLANDIA,39.2,421270
4505,421280 BALNEARIO PICARRAS,35.1,421280
4506,421290 PINHALZINHO,35.0,421290
4507,421300 PINHEIRO PRETO,37.6,421300
4508,421310 PIRATUBA,41.5,421310
4509,421315 PLANALTO ALEGRE,41.1,421315
4510,421320 POMERODE,36.8,421320
4511,421330 PONTE ALTA,35.6,421330
4512,421335 PONTE ALTA DO NORTE,33.6,421335
4513,421340 PONTE SERRADA,34.6,421340
4514,421350 PORTO BELO,36.0,421350
4515,421360 PORTO UNIAO,36.2,421360
4516,421370 POUSO REDONDO,34.3,421370
4517,421380 PRAIA GRANDE,38.0,421380
4518,421390 PRESIDENTE CASTELLO BRANCO,43.4,421390
4519,421400 PRESIDENTE GETULIO,36.2,421400
4520,421410 PRESIDENTE NEREU,39.0,421410
4521,421415 PRINCESA,36.5,421415
4522,421420 QUILOMBO,39.2,421420
4523,421430 RANCHO QUEIMADO,38.4,421430
4524,421440 RIO DAS ANTAS,36.7,421440
4525,421450 RIO DO CAMPO,36.5,421450
4526,421460 RIO DO OESTE,38.9,421460
4527,421470 RIO DOS CEDROS,37.8,421470
4528,421480 RIO DO SUL,35.9,421480
4529,421490 RIO FORTUNA,39.6,421490
4530,421500 RIO NEGRINHO,34.5,421500
4531,421505 RIO RUFINO,36.6,421505
4532,421507 RIQUEZA,39.3,421507
4533,421510 RODEIO,40.0,421510
4534,421520 ROMELANDIA,42.0,421520
4535,421530 SALETE,37.5,421530
4536,421535 SALTINHO,38.4,421535
4537,421540 SALTO VELOSO,37.5,421540
4538,421545 SANGAO,30.9,421545
4539,421550 SANTA CECILIA,32.7,421550
4540,421555 SANTA HELENA,41.0,421555
4541,421560 SANTA ROSA DE LIMA,39.6,421560
4542,421565 SANTA ROSA DO SUL,37.0,421565
4543,421567 SANTA TEREZINHA,35.4,421567
4544,421568 SANTA TEREZINHA DO PROGRESSO,39.3,421568
4545,421569 SANTIAGO DO SUL,40.7,421569
4546,421570 SANTO AMARO DA IMPERATRIZ,37.2,421570
4547,421575 SAO BERNARDINO,39.6,421575
4548,421580 SAO BENTO DO SUL,35.0,421580
4549,421590 SAO BONIFACIO,42.0,421590
4550,421600 SAO CARLOS,37.9,421600
4551,421605 SAO CRISTOVAO DO SUL,34.5,421605
4552,421610 SAO DOMINGOS,37.6,421610
4553,421620 SAO FRANCISCO DO SUL,36.0,421620
4554,421625 SAO JOAO DO OESTE,42.3,421625
4555,421630 SAO JOAO BATISTA,31.3,421630
4556,421635 SAO JOAO DO ITAPERIU,35.3,421635
4557,421640 SAO JOAO DO SUL,37.8,421640
4558,421650 SAO JOAQUIM,35.9,421650
4559,421660 SAO JOSE,36.5,421660
4560,421670 SAO JOSE DO CEDRO,39.1,421670
4561,421680 SAO JOSE DO CERRITO,39.5,421680
4562,421690 SAO LOURENCO DO OESTE,36.6,421690
4563,421700 SAO LUDGERO,34.0,421700
4564,421710 SAO MARTINHO,40.2,421710
4565,421715 SAO MIGUEL DA BOA VISTA,41.5,421715
4566,421720 SAO MIGUEL DO OESTE,38.1,421720
4567,421725 SAO PEDRO DE ALCANTARA,39.6,421725
4568,421730 SAUDADES,37.6,421730
4569,421740 SCHROEDER,32.8,421740
4570,421750 SEARA,38.5,421750
4571,421755 SERRA ALTA,39.9,421755
4572,421760 SIDEROPOLIS,38.2,421760
4573,421770 SOMBRIO,34.9,421770
4574,421775 SUL BRASIL,40.4,421775
4575,421780 TAIO,37.0,421780
4576,421790 TANGARA,37.9,421790
4577,421795 TIGRINHOS,42.2,421795
4578,421800 TIJUCAS,35.0,421800
4579,421810 TIMBE DO SUL,39.0,421810
4580,421820 TIMBO,37.1,421820
4581,421825 TIMBO GRANDE,30.3,421825
4582,421830 TRES BARRAS,32.9,421830
4583,421835 TREVISO,39.0,421835
4584,421840 TREZE DE MAIO,38.2,421840
4585,421850 TREZE TILIAS,34.4,421850
4586,421860 TROMBUDO CENTRAL,37.2,421860
4587,421870 TUBARAO,38.3,421870
4588,421875 TUNAPOLIS,40.2,421875
4589,421880 TURVO,37.4,421880
4590,421885 UNIAO DO OESTE,41.5,421885
4591,421890 URUBICI,35.9,421890
4592,421895 URUPEMA,40.4,421895
4593,421900 URUSSANGA,39.9,421900
4594,421910 VARGEAO,36.2,421910
4595,421915 VARGEM,38.2,421915
4596,421917 VARGEM BONITA,35.3,421917
4597,421920 VIDAL RAMOS,35.6,421920
4598,421930 VIDEIRA,35.2,421930
4599,421935 VITOR MEIRELES,35.1,421935
4600,421940 WITMARSUM,35.9,421940
4601,421950 XANXERE,35.7,421950
4602,421960 XAVANTINA,40.7,421960
4603,421970 XAXIM,36.7,421970
4604,421985 ZORTEA,36.7,421985
4605,422000 BALNEARIO RINCAO,37.3,422000
4606,430003 ACEGUA,36.9,430003
4607,430005 AGUA SANTA,37.6,430005
4608,430010 AGUDO,40.1,430010
4609,430020 AJURICABA,41.9,430020
4610,430030 ALECRIM,46.4,430030
4611,430040 ALEGRETE,39.6,430040
4612,430045 ALEGRIA,46.6,430045
4613,430047 ALMIRANTE TAMANDARE DO SUL,42.3,430047
4614,430050 ALPESTRE,42.9,430050
4615,430055 ALTO ALEGRE,43.2,430055
4616,430057 ALTO FELIZ,41.4,430057
4617,430060 ALVORADA,33.5,430060
4618,430063 AMARAL FERRADOR,35.3,430063
4619,430064 AMETISTA DO SUL,37.2,430064
4620,430066 ANDRE DA ROCHA,40.6,430066
4621,430070 ANTA GORDA,43.9,430070
4622,430080 ANTONIO PRADO,42.2,430080
4623,430085 ARAMBARE,42.0,430085
4624,430087 ARARICA,36.0,430087
4625,430090 ARATIBA,45.2,430090
4626,430100 ARROIO DO MEIO,39.9,430100
4627,430105 ARROIO DO SAL,40.8,430105
4628,430107 ARROIO DO PADRE,40.4,430107
4629,430110 ARROIO DOS RATOS,37.9,430110
4630,430120 ARROIO DO TIGRE,37.5,430120
4631,430130 ARROIO GRANDE,38.3,430130
4632,430140 ARVOREZINHA,39.9,430140
4633,430150 AUGUSTO PESTANA,44.8,430150
4634,430155 AUREA,43.6,430155
4635,430160 BAGE,37.4,430160
4636,430163 BALNEARIO PINHAL,41.3,430163
4637,430165 BARAO,39.5,430165
4638,430170 BARAO DE COTEGIPE,41.1,430170
4639,430175 BARAO DO TRIUNFO,34.8,430175
4640,430180 BARRACAO,40.1,430180
4641,430185 BARRA DO GUARITA,36.6,430185
4642,430187 BARRA DO QUARAI,34.4,430187
4643,430190 BARRA DO RIBEIRO,38.0,430190
4644,430192 BARRA DO RIO AZUL,45.6,430192
4645,430195 BARRA FUNDA,41.3,430195
4646,430200 BARROS CASSAL,36.8,430200
4647,430205 BENJAMIN CONSTANT DO SUL,36.0,430205
4648,430210 BENTO GONCALVES,38.3,430210
4649,430215 BOA VISTA DAS MISSOES,38.5,430215
4650,430220 BOA VISTA DO BURICA,42.3,430220
4651,430222 BOA VISTA DO CADEADO,40.3,430222
4652,430223 BOA VISTA DO INCRA,38.6,430223
4653,430225 BOA VISTA DO SUL,46.3,430225
4654,430230 BOM JESUS,37.2,430230
4655,430235 BOM PRINCIPIO,37.1,430235
4656,430237 BOM PROGRESSO,41.9,430237
4657,430240 BOM RETIRO DO SUL,37.9,430240
4658,430245 BOQUEIRAO DO LEAO,35.3,430245
4659,430250 BOSSOROCA,41.4,430250
4660,430258 BOZANO,44.3,430258
4661,430260 BRAGA,39.1,430260
4662,430265 BROCHIER,42.1,430265
4663,430270 BUTIA,36.3,430270
4664,430280 CACAPAVA DO SUL,40.8,430280
4665,430290 CACEQUI,38.7,430290
4666,430300 CACHOEIRA DO SUL,40.0,430300
4667,430310 CACHOEIRINHA,36.2,430310
4668,430320 CACIQUE DOBLE,39.0,430320
4669,430330 CAIBATE,43.2,430330
4670,430340 CAICARA,43.1,430340
4671,430350 CAMAQUA,37.8,430350
4672,430355 CAMARGO,41.5,430355
4673,430360 CAMBARA DO SUL,37.1,430360
4674,430367 CAMPESTRE DA SERRA,40.3,430367
4675,430370 CAMPINA DAS MISSOES,45.7,430370
4676,430380 CAMPINAS DO SUL,44.0,430380
4677,430390 CAMPO BOM,36.4,430390
4678,430400 CAMPO NOVO,41.3,430400
4679,430410 CAMPOS BORGES,42.5,430410
4680,430420 CANDELARIA,38.4,430420
4681,430430 CANDIDO GODOI,43.4,430430
4682,430435 CANDIOTA,33.9,430435
4683,430440 CANELA,34.7,430440
4684,430450 CANGUCU,38.8,430450
4685,430460 CANOAS,35.8,430460
4686,430461 CANUDOS DO VALE,44.1,430461
4687,430462 CAPAO BONITO DO SUL,40.2,430462
4688,430463 CAPAO DA CANOA,35.4,430463
4689,430465 CAPAO DO CIPO,35.7,430465
4690,430466 CAPAO DO LEAO,35.2,430466
4691,430467 CAPIVARI DO SUL,36.5,430467
4692,430468 CAPELA DE SANTANA,36.3,430468
4693,430469 CAPITAO,38.5,430469
4694,430470 CARAZINHO,38.3,430470
4695,430471 CARAA,40.5,430471
4696,430480 CARLOS BARBOSA,38.6,430480
4697,430485 CARLOS GOMES,43.9,430485
4698,430490 CASCA,41.8,430490
4699,430495 CASEIROS,40.2,430495
4700,430500 CATUIPE,43.3,430500
4701,430510 CAXIAS DO SUL,35.9,430510
4702,430511 CENTENARIO,44.4,430511
4703,430512 CERRITO,41.0,430512
4704,430513 CERRO BRANCO,41.6,430513
4705,430515 CERRO GRANDE,41.0,430515
4706,430517 CERRO GRANDE DO SUL,33.2,430517
4707,430520 CERRO LARGO,39.7,430520
4708,430530 CHAPADA,42.6,430530
4709,430535 CHARQUEADAS,35.8,430535
4710,430537 CHARRUA,37.3,430537
4711,430540 CHIAPETTA,40.9,430540
4712,430543 CHUI,36.0,430543
4713,430544 CHUVISCA,34.6,430544
4714,430545 CIDREIRA,41.9,430545
4715,430550 CIRIACO,41.8,430550
4716,430558 COLINAS,45.0,430558
4717,430560 COLORADO,44.7,430560
4718,430570 CONDOR,38.1,430570
4719,430580 CONSTANTINA,39.6,430580
4720,430583 COQUEIRO BAIXO,49.0,430583
4721,430585 COQUEIROS DO SUL,44.2,430585
4722,430587 CORONEL BARROS,43.8,430587
4723,430590 CORONEL BICACO,39.0,430590
4724,430593 CORONEL PILAR,47.1,430593
4725,430595 COTIPORA,46.6,430595
4726,430597 COXILHA,37.8,430597
4727,430600 CRISSIUMAL,42.2,430600
4728,430605 CRISTAL,37.2,430605
4729,430607 CRISTAL DO SUL,39.8,430607
4730,430610 CRUZ ALTA,38.3,430610
4731,430613 CRUZALTENSE,43.7,430613
4732,430620 CRUZEIRO DO SUL,40.5,430620
4733,430630 DAVID CANABARRO,40.9,430630
4734,430632 DERRUBADAS,40.6,430632
4735,430635 DEZESSEIS DE NOVEMBRO,45.1,430635
4736,430637 DILERMANDO DE AGUIAR,41.3,430637
4737,430640 DOIS IRMAOS,36.5,430640
4738,430642 DOIS IRMAOS DAS MISSOES,38.6,430642
4739,430645 DOIS LAJEADOS,44.4,430645
4740,430650 DOM FELICIANO,35.6,430650
4741,430655 DOM PEDRO DE ALCANTARA,43.9,430655
4742,430660 DOM PEDRITO,38.9,430660
4743,430670 DONA FRANCISCA,41.4,430670
4744,430673 DOUTOR MAURICIO CARDOSO,45.8,430673
4745,430675 DOUTOR RICARDO,43.0,430675
4746,430676 ELDORADO DO SUL,34.0,430676
4747,430680 ENCANTADO,40.1,430680
4748,430690 ENCRUZILHADA DO SUL,38.2,430690
4749,430692 ENGENHO VELHO,35.2,430692
4750,430693 ENTRE-IJUIS,41.7,430693
4751,430695 ENTRE RIOS DO SUL,43.2,430695
4752,430697 EREBANGO,38.6,430697
4753,430700 ERECHIM,38.0,430700
4754,430705 ERNESTINA,39.6,430705
4755,430710 HERVAL,38.5,430710
4756,430720 ERVAL GRANDE,42.0,430720
4757,430730 ERVAL SECO,39.5,430730
4758,430740 ESMERALDA,39.4,430740
4759,430745 ESPERANCA DO SUL,43.9,430745
4760,430750 ESPUMOSO,39.5,430750
4761,430755 ESTACAO,40.4,430755
4762,430760 ESTANCIA VELHA,36.1,430760
4763,430770 ESTEIO,37.3,430770
4764,430780 ESTRELA,38.4,430780
4765,430781 ESTRELA VELHA,37.7,430781
4766,430783 EUGENIO DE CASTRO,45.1,430783
4767,430786 FAGUNDES VARELA,42.6,430786
4768,430790 FARROUPILHA,37.0,430790
4769,430800 FAXINAL DO SOTURNO,41.3,430800
4770,430805 FAXINALZINHO,41.5,430805
4771,430807 FAZENDA VILANOVA,35.4,430807
4772,430810 FELIZ,39.4,430810
4773,430820 FLORES DA CUNHA,38.6,430820
4774,430825 FLORIANO PEIXOTO,45.8,430825
4775,430830 FONTOURA XAVIER,38.0,430830
4776,430840 FORMIGUEIRO,43.1,430840
4777,430843 FORQUETINHA,46.8,430843
4778,430845 FORTALEZA DOS VALOS,40.8,430845
4779,430850 FREDERICO WESTPHALEN,37.8,430850
4780,430860 GARIBALDI,39.4,430860
4781,430865 GARRUCHOS,40.5,430865
4782,430870 GAURAMA,44.0,430870
4783,430880 GENERAL CAMARA,39.7,430880
4784,430885 GENTIL,39.3,430885
4785,430890 GETULIO VARGAS,41.1,430890
4786,430900 GIRUA,41.8,430900
4787,430905 GLORINHA,37.5,430905
4788,430910 GRAMADO,37.3,430910
4789,430912 GRAMADO DOS LOUREIROS,41.1,430912
4790,430915 GRAMADO XAVIER,32.6,430915
4791,430920 GRAVATAI,35.5,430920
4792,430925 GUABIJU,46.3,430925
4793,430930 GUAIBA,36.7,430930
4794,430940 GUAPORE,38.3,430940
4795,430950 GUARANI DAS MISSOES,43.2,430950
4796,430955 HARMONIA,38.8,430955
4797,430957 HERVEIRAS,35.4,430957
4798,430960 HORIZONTINA,39.1,430960
4799,430965 HULHA NEGRA,33.3,430965
4800,430970 HUMAITA,42.4,430970
4801,430975 IBARAMA,35.7,430975
4802,430980 IBIACA,44.8,430980
4803,430990 IBIRAIARAS,40.6,430990
4804,430995 IBIRAPUITA,38.7,430995
4805,431000 IBIRUBA,39.4,431000
4806,431010 IGREJINHA,34.6,431010
4807,431020 IJUI,39.0,431020
4808,431030 ILOPOLIS,42.9,431030
4809,431033 IMBE,39.4,431033
4810,431036 IMIGRANTE,42.2,431036
4811,431040 INDEPENDENCIA,42.7,431040
4812,431041 INHACORA,39.4,431041
4813,431043 IPE,40.1,431043
4814,431046 IPIRANGA DO SUL,44.7,431046
4815,431050 IRAI,40.8,431050
4816,431053 ITAARA,38.1,431053
4817,431055 ITACURUBI,39.2,431055
4818,431057 ITAPUCA,40.5,431057
4819,431060 ITAQUI,35.5,431060
4820,431065 ITATI,42.3,431065
4821,431070 ITATIBA DO SUL,44.8,431070
4822,431075 IVORA,43.3,431075
4823,431080 IVOTI,37.9,431080
4824,431085 JABOTICABA,40.2,431085
4825,431087 JACUIZINHO,39.2,431087
4826,431090 JACUTINGA,43.5,431090
